Character,Line,Season,Episode_Number,Episode_Number_Overall
Michael, But it works. I would like you all to give this a shot. What do you say?,5,14,76
Michael," Well, then it will be easier for you. But I, I still think it’s worthwhile, to give a, give it a try.",5,14,76
Michael," She is pregnant. She is knocked up. “K” Karen. Pam, let’s go.  				",5,14,76
Michael," I grab this [grabs a chain saw], and I turn it on and I say, “Prepare yourself, for the Utica chain store massacre.”",5,14,76
Michael," Email’s not scary. This is an opportunity. Don’t, don’t blow it.",5,14,76
Michael," It’s really amazing. Congratulations Karen. So is there a guy or, uh, a person. Or, uh, a sperm machine that did this to you, or?",5,14,76
Michael," No, it’s really dorky. You were right the first time.",5,14,76
Michael, Old hatreds dissolve into new friendships. It’s a really wonderful moment.  				,5,14,76
Michael," I would give that lecture a solid B+. Although, for the record, Karen. Wow, kind of mean.",5,14,76
Michael," Really? No, honestly. Tell me what you really think.",5,14,76
Michael," No.  I’m just thinking about what you said, about Karen, about closure. You remember Holly? She used to work for H.R.?",5,14,76
Michael," Blonde hair, nice boobs. Not too big, not too small.",5,14,76
Michael," She was the love of my life. What you and Jim have times 100. Just she… she just left. And I didn’t… I never got closure, you know? I never got closure with her. I haven’t talked to her since. I haven’t seen her since. And I feel like I need to go to Nashua and get closure. I feel like I need that.",5,14,76
Michael, [scoofs] I’ll just blow off the lecture at Rochester.,5,14,76
Michael, [holding a chainsaw] And I turn it on and I say ‘Prepare yourself for the Utica Chainsaw Massacre.’  ,5,15,77
Michael, You remember Holly? She used to work for HR? She’s the love of my life. She just left… and I never got closure. And I feel like I need to go to Nashua and get closure.,5,15,77
Michael," Yes, you can. I am, uh, Michael Scott, Regional Manager of the Scranton branch.",5,15,77
Michael," Thank you. … Um… is, uh, Holly Flax anywhere here?",5,15,77
Michael," I can’t do the presentation, I can’t- [voice cracks] … just… oh… thinking about seeing him… and… thinking about… him getting to hold her and getting to kiss her, it just- oh, God! [starts crying, covers his face]",5,15,77
Michael," I know, just… uh, please, I’m going through something, okay? [exhales]",5,15,77
Michael, And then she’ll move back to Scranton. And her boyfriend will die.,5,15,77
Michael," Goooood morning, Viet-Nashua! Sales. Sales is what bwings us together, today. How do we deal with clients who say, “Frankly, my dear, I don’t give a damn… about paper” and get them to “Show us the money!” Well, we are going to find out today. Show of hands. How many of you are salesmen? Let’s see the salesmen. [some raise their hands] Oh, okay. Well I know what the rest of you are thinking. Wow, yuck. Salesmen are the worst! They are awful. They are so arrogant. They think the whole place revolves around them. Handsome, good listeners, funny, Mr. Wonderful. So, okay, you’re a salesman. What’s, uh, what’s your name?",5,15,77
Michael," Ooh. Ouch. Okay, good. You’re funny, very good and funny. Tell me, A.J., are you dating? Is there somebody you date?",5,15,77
Michael," Yep, we will get to you. Okay, so you’re dating somebody? Um… is it serious?",5,15,77
Michael, Huh- [pauses] Does she ever talk about me? [voice cracking],5,15,77
Michael, It’s all connected. Shut up. [to A.J.] Does she ever mention ‘Michael Scott?’,5,15,77
Michael," [grunts] Your life. [sits down, upset] Oh, wow. Whew. Ahh, legs are sorta giving out. Long drive in the car, so let’s just- We’ll just continue. [sighs, falls to floor, gets more upset] Oh, wow. [takes deep breath] Ooh, okay.",5,15,77
Michael," Yeah, yeah… uh, I can’t do this Pam. Just read from- just read the cards. ",5,15,77
Michael," No, no, I’m okay. I’m all right. [sighs heavily] Okay… okay.",5,15,77
Michael," [sighs, touches Holly’s sweater, cuts off sleeve, chuckles, sees Word document on Holly’s computer named “Dear Michael,” plugs in USB flash drive to copy file from computer]  ",5,15,77
Michael, I also stole something off of her computer. A document called “Dear Michael.”,5,15,77
Michael, I shouldn’t have done it. It just- I couldn’t help it.,5,15,77
Michael," I know, I know. You’re right, you’re right.",5,15,77
Michael, She said that? Is that what it said? What did it say?,5,15,77
Michael, I feel great. So good to have closure. Ah! We should go apologize to Roy or something.,5,15,77
Michael," Who have I wronged? Who have I wronged? Oh, oh! What about that fat guy from Stamford that I insulted? We should find him!",5,15,77
Michael," Jabba the hut, Pizza the hut, Fat guys like pizza, pepperoni pizza, pepperoni Tony!",5,15,77
Michael," Man, was he fat. So, so… fat. You know what, forget it. I know me. When I saw him, I would never be able to apologize to him. Too fat. Big fat fatty.   ",5,15,77
Michael," [coming out from his office] Hello, may I help you?",5,16,78
Michael, That was funny.  Let’s go do it to somebody else.   Ayyyy!  				,5,16,78
Michael," Oh, look at that.  Cupids and hearts. Really shoving our faces in it this year.  You doin OK, bud?",5,16,78
Michael," Yeah, I hear ya.   It’s been four months since I was with Holly, and she was way hotter then Stacy.  So if you think you’re hurting…",5,16,78
Michael," Oh, wow look at those.  How nice for you.  Up there, front and center, beautiful.  I think they would look better right here.  [Michael takes the flowers from Pam’s desk and puts them on the ground off to the side]  They’re very pretty and I wouldn’t want them to fall.  [Kevin groans]  				",5,16,78
Michael," Just about everyone in this office is single right now.   Including me.  And everyone is experiencing an incredible amount of emotional pain.  Especially me, because of my great capacity for emotion, and it is my first Valentine’s Day since Holly, so I think that I am well qualified to understand that these people need to be protected from having love shoved into their faces.  				",5,16,78
Michael," Yes, um, Jim.  Today is a very difficult day for a lot of people in this office.",5,16,78
Michael," Yeah.  And the sexy looks between you and Pam, the general sexiness, the flowers, it’s creating a bit of a hostile work environment.",5,16,78
Michael," Well, if you guys insist on having your own private little love fest–",5,16,78
Michael," [gesturing Pam to be quiet] –then, we, are gonna have our own private Valentine’s Day party.",5,16,78
Michael," So suck it.   Hey everybody, I just invited Jim to suck it, and I am cordially inviting all of you to a special convention, a lonely heart’s convention, this afternoon. Singles only.",5,16,78
Michael," So we may not have someone in our lives that we love, but we do have each other.  				",5,16,78
Michael," I am about to give blood.  The gift of everlasting life, the transfer of my bodily fluids, oh wow, that’s a big needle, that —",5,16,78
Michael," Yeah, can I point something out to you?  ",5,16,78
Michael," Yup, I’m good, whew.  Wow, I feel like a human juicebox. [Blood Girl laughs] Hawaiian blood punch.",5,16,78
Michael," Could you distract me for a second, just talk about things that don’t have blood in them?",5,16,78
Michael," Whew, wow I was so nervous about this I don’t think I ate for three days. [Michael passes out]",5,16,78
Michael," [ccming to] Oh my God, how long was I out?  [Michael looks over where Blood Girl was and sees Hank]",5,16,78
Michael," Excuse me, waitress, where did the lady go?",5,16,78
Michael," OK.  Oh, wait a second, wait a second, that’s hers.   This is hers, she left her glove.  I need her name if I’m gonna return her glove.",5,16,78
Michael," Well here we all are.  Alone but together.  No flowers for us. [in a Mexican accent] Relationships, we don’t need no stinking relationships.   I think we should all go around and tell our worst relationship story, and then get past it, just blow through it, yeah? Kelly, what about Ryan?  He treated you pretty terribly, yeah?",5,16,78
Michael," Yeah, but now his heart is in Thailand along with the rest of his body having random sex. [Kelly looks hurt]  Okay, sorry, let’s, who else?  Oscar.",5,16,78
Michael," Come on, I’m sure there’s something you need to get off your chest.",5,16,78
Michael," If you wanna just, anything? Are you sure?  I’m sure whatever you did it wasn’t your fault.  OK well, who else?  				",5,16,78
Michael," Moron, if he was there wouldn’t be a story.",5,16,78
Michael," Well then it’s a happy ending, because he was gay. You should call him!",5,16,78
Michael, You know what guys? I don’t think we need to do this.,5,16,78
Michael," No, no, no, no.  I mean have this kind of party. I look around and I see all these beautiful people who are alone on Valentine’s, and I think that there are other single people out there too.  We just need to find them.  There’s a girl out there for all of us maybe even in this office park.  There has to be a way to get all these lonely people together.",5,16,78
Michael," These people need love and I am going to get it for them  Who cares if we sell a little bit less paper today?  A great boss cares more about the happiness of his employees then anything else.  I am going to be cupid, and I am going to shoot my sparrow at unsuspecting victims, and they are going to get hit and say “I’m in love I was hit by cupid’s sparrow.”  Funny little bird, but he gets the job done.    				",5,16,78
Michael," No.  No, I meant about being single today.",5,16,78
Michael," Hello. [two women, a blonde and a redhead, enter the office.  Michael and Dwight walk towards them and Dwight extends his hand to the redhead] ",5,16,78
Michael," Babe alert! [to the redhead]  Hello, I’m Michael Scott, welcome to our little shindig.",5,16,78
Michael," Lynn, follow me, come on in.  For you we have one of our top people Kevin Malone.  Kevin, come out here show your beautiful self.",5,16,78
Michael," [after a short pause] So run with the ball! Run with it, Kev.  [after another pause] Where you from?",5,16,78
Michael," So, Eric.  You mentioned before that you are in tool and dye repair.",5,16,78
Michael," Meredith recently had a total hysterectomy, so that’s sort of a repair.  Alright, I’ll let you guys talk.  				",5,16,78
Michael," It’s going very well.  People are mixing, a lot of hope.  Cause that’s what you hate to see, when hope gets crushed. [Michael suddenly turns to look at the open entrance door] Sorry, thought I heard somebody coming in.  Um, so [looking at his watch] it’s not too late.  				",5,16,78
Michael," Nobody’s after me, I just, I met a woman when I was giving blood and I thought she might come by.",5,16,78
Michael," It’s not a big deal really, I just, you know met somebody, we hardly talked, I picked up her glove so I was hoping I could give it back to her.",5,16,78
Michael," Believe me its nothing.  I hardly even talked to her we just, we were lying there next to each other, I think our blood bags touched.",5,16,78
Michael, Nah. [everyone groans and Girl turns around and walks away.  				,5,16,78
Michael," Really? [everybody signifies their agreement, and Kelly gives Michael a piece of cake]  Oh, thanks.",5,16,78
Michael," You know what, you guys, you guys can get out I’m gonna soldier on a little bit.",5,16,78
Michael," Four months ago, I dated a woman named Holly and, um, this is actually the first time that I’ve even considered getting back into that arena again.  You know what, sometimes it’s not about whether Cinderella gets her slipper back, but it’s about the fact that the prince even picked up the slipper at all.   There’s a lot of princesses out there.  You know, they have all different sizes and shapes of feet and hands so I think, I think my odds are pretty good.  				",5,16,78
Michael," They would never know it was me doing it. Here we go, Knock, knock. [Dwight walks over]",5,17,79
Michael," [puts a slice of bread and stick of butter on Pam’s desk] Buddha this bread for me, won’t you? [Michael and Dwight laugh]",5,17,79
Michael, KGB – [Dwight slaps Michael on the face],5,17,79
Michael, What the hell was that? [Michael starts to fight with Dwight],5,17,79
Michael, Mine was retribution. What are you doing? No more knock-knock jokes. That’s it. ,5,17,79
Michael," Oh, no, no, no, no. I am not Michael. I am Willy Wonkaaaaa. ",5,17,79
Michael," Why thank you very much. [notices jelly beans] Oh, what are those? What are those? Tell me, please!",5,17,79
Michael," No, no, no. They are not just ordinary jelly beans little girl. These are extraordinary jelly beans!   ",5,17,79
Michael," The Willy Wonka Golden Ticket promotional idea is probably the best idea I have ever had. It’s probably the best idea anybody has ever had. Three days ago, I slipped five pieces of gold paper into random paper shipments. This entitles the customer to ten percent off of their total order. It will be a day for them that is full of whimsy, and full of excitement and full of fantasy.   ",5,17,79
Michael," I’ve written these things because it is my responsibility, as manager of this branch, to profiligate great ideas and I think I have done my part with the golden ticket promotion. Now it is your turn. I want to hear some great ideas from you that are just as good as mine. [Jim raises hand] Umm hmm.",5,17,79
Michael, Too many words. Good ideas are simple. ‘Golden ticket.’,5,17,79
Michael, No. Jim. We’re a business. Post-its. That is a golden ticket idea. NASA took five or six golden ticket ideas to get man on the moon. ,5,17,79
Michael," No, you don’t. No, it – [sighs] What will be the state of this company if I am the only one coming up with the great ideas? Right?   ",5,17,79
Michael, Tell me; was it a spoiled little girl with big lips… ,5,17,79
Michael, …or an odd little boy with a cowboy obsession? ,5,17,79
Michael," Really? That’s kind of a big client. [gets up and heads toward Oscar] Hey, Oscar. Woo hoo hoo. Um, how much of a hit is ten percent of our Blue Cross account?",5,17,79
Michael," You didn’t, but… it’ll be fine. It’ll be good.   ",5,17,79
Michael, Sir. I placed a bunch of golden tickets into five separate boxes and some how they all ended up with Blue Cross. How does this happen? ,5,17,79
Michael," OK, I’m going to ask you something and I want you to be honest. What is a pallet?   ",5,17,79
Michael, My golden ticket idea? OK. Why would anyone think that this is my golden ticket idea? There is a one in 13 chance that this could be anybody’s golden ticket idea. [sighs] That… [sighs]  ,5,17,79
Michael," Nobody panic. The good news is… they can’t fire all of us, right? ",5,17,79
Michael," Oscar, you don’t know what the hell you are talking about.",5,17,79
Michael," Alright, then we’re screwed. I am just a net that traps all of your crappy subconscious ideas and adds a little bit of my own childhood memories and whimsy, so – ",5,17,79
Michael, Well you know what Jim? It is not my fault that you bought a house to impress Pam. That is why carnations exist.,5,17,79
Michael," OK, we need a gold ticket idea to get us out of this mess. [Pam raises hand] Yes.",5,17,79
Michael," OK, don’t get that. Please? [Pam gets up to answer her phone]",5,17,79
Michael," [on phone] Hello David. I just got back from my procedure, so–",5,17,79
Michael, [reading from computer] My colonoscopy was an examination of my large colon and the distal part of my small bowel with a camera.,5,17,79
Michael," Well, there is an explanation that involves me not letting it happen and I just don’t… I don’t know.",5,17,79
Michael, I think we might have hired an outside marketing consultant. ,5,17,79
Michael," OK, I think, it might have been an inside consultant. ",5,17,79
Michael," [Dwight walks in] Come on in. Good to see ya, have a seat. I just wanted to congratulate you on that great golden ticket idea.",5,17,79
Michael," [same time as Dwight] No, I don’t think I ever did. That was your idea Dwight. ",5,17,79
Michael," Wait a second, wait a second, I wrote it down in my diary.",5,17,79
Michael, Yes I do. You’ve just never seen it. [reading from diary] March 4th. Dwight came up with the best idea today about golden tickets. ,5,17,79
Michael," OK, you know what? You came up with this idea. I remember you told me that you loved the Willy Wonka movie when you were growing up.",5,17,79
Michael, What are you writing? [Dwight writes in diary],5,17,79
Michael, Would you like to go to lunch with me? Just the two of us? ,5,17,79
Michael, We think a lot alike. Sometimes you will think something and I will say what you’re thinking–,5,17,79
Michael," Oh, OK. Let me just cut to the chase, Dwight. I want you to fall on your sword for me.",5,17,79
Michael," Why do you even want to stay at Dunder Mifflin? I mean what’s the point? You’re cooped up in there all day. You don’t get to do your farming. You’re not dating Angela anymore. It doesn’t matter if you get fired for taking credit for the gold ticket idea. It doesn’t matter. Me on the other hand, I would be lost without this place. You, way too manly.",5,17,79
Michael," I have an idea for a fancy men’s shoe store called Shoe La La. And it’s just men’s shoes for the special occasions in a man’s life, like the day that you get married or the day your wife has a baby, or for just lounging around the house.   ",5,17,79
Michael," May I have your attention please. I have an announcement. Mr. Dwight Schrute and I just returned from a wonderful stroll together and although I probably will never do it again, I had fun. I really had fun with my best friend, Dwight. ",5,17,79
Michael," Yes they are, you just don’t care about the information.   ",5,17,79
Michael, He doesn’t love it that much. Wouldn’t be such a bad thing for him to be fired. ,5,17,79
Michael," I mean, like we were talking about that is why he has come to the conclusion… ",5,17,79
Michael, That’s it. That’s it. You can’t put a price on freedom. ,5,17,79
Michael, That’s why you made the decision. That’s why you made… ,5,17,79
Michael," [seeing David Wallace come into the office] Oh my God. Dwight! Dwight! Get in— what’s it gonna be, what are you gonna do? [Dwight runs into Michael’s office] What’s it gonna be? Are you gonna do this thing for me? Dwight? [David knocks on Michael’s door and opens door] Hey David, how are you? Good to see you. Nice surprise. Dwight and I were just having a very unfortunate conversation. ",5,17,79
Michael," Yes it is, but it had to be done, didn’t it?",5,17,79
Michael," Hey, Dwight, great idea. Dwight, Dwight, great idea. How’d you come up with that idea? ",5,17,79
Michael, Really? How did– how are you inspired?  How did it pop into your head Dwight?,5,17,79
Michael, Give me the details of how that happened.,5,17,79
Michael, There is no movie called Willy Wonka. It’s called Willy Wonka and the Chocolate Factory.,5,17,79
Michael, I can’t… vouch for that. But I do know this. He is a liar. He has taken my idea.,5,17,79
Michael," OK, here’s what happened, David. It was all my idea. You called me and you were really angry at me and I got scared, so I had Dwight take the fall, but now, it turns out that it’s a great idea and Dwight will not confess. Can you believe that? ",5,17,79
Michael," You are? Good ideas, huh? Hey, did you come up with toilet buddy? It’s a net, circular net, that you put inside the toilet to catch all of your change and your wallet from falling into the toilet? Formally known as toilet guard? ",5,17,79
Michael, Toilet sponge. It’s a hollowed out sponge…,5,17,79
Michael," …that is more absorbent, and softer than toilet paper. I have a lot of toilet ideas. ",5,17,79
Michael, They’re not easy. Everybody has to go to the bathroom. ,5,17,79
Michael," Well David, I will be honest with you. I do want the credit without any of the blame.",5,17,79
Michael, When they look back on this day in the history books all that will be remembered is that I had a good idea. And that’s what I am going to write down in my diary. That is what I want you to write down in yours. ,5,17,79
Michael, I want to see it. [Michael gets up to try to see Dwight’s diary],5,17,79
Michael," [standing on tractor trailer with Dwight and Andy, looking down] Okay, we all go together or we go one at a time.",6,1,81
Michael, [entering break room] Who’s getting married?,6,1,81
Michael," If somebody doesn’t tell me, I’m gonna start screaming.",6,1,81
Michael," Oh! Hey, I hired them! Matchmaker! This place is like Spaniard Fly.",6,1,81
Michael, [shaking head disgustedly] Okay… okay. [leaves room]  				,6,1,81
Michael, [approaches Dwight’s desk] You’ll never guess what I know.,6,1,81
Michael,"  I hate, hate, hate being left out. Whether it’s not being picked for a team, or being picked for a team and showing up and realizing the team doesn’t exist. Or that the sport doesn’t exist? I should’ve known. Poopball?  				",6,1,81
Michael," [to Maurie, the Asian intern] Man, I know how you feel. Third wheel. I have been the third wheel so many times in my life. My mom told me something once that made me feel a lot better. She said “The third wheel is what makes it a tricycle.”",6,1,81
Michael, I’m talking about your group date with Megan and Eric.,6,1,81
Michael, [confused] Stanley was on your group date?,6,1,81
Michael, [laughs] Does anybody else know about this?,6,1,81
Michael," [laughs, looks to camera excitedly]  				",6,1,81
Michael," There he goes. There he goes. [Stanley gets up from his desk, walks into kitchen area]",6,1,81
Michael," So, what is the scuttlebutt? Anybody hear anything?",6,1,81
Michael, Nothing? Well I got a little somethin’ somethin’. I don’t know if I should say… ,6,1,81
Michael," Well apparently, he and his wife were out dancing at a club for young people.",6,1,81
Michael," [starts to speak, says nothing, walks away]  				",6,1,81
Michael," [entering break room, to Maurie] You stupid son of a bitch. You set me up.",6,1,81
Michael, [fumbling for words] Mmm… okay. Uhh… hmm… okay. Never mind. Carry on.  				,6,1,81
Michael," [approaching Kelly’s desk, whispering] Stanley is having an affir.",6,1,81
Michael,"  I am very happy right now. Thrilled perhaps, to be part of the office, to be part of the conversation. When you have somebody’s attenton, and their eyes are lighting up because they are very interested in what you have to say, [Michael is seen whispering to Jim, then Pam] that is a great feeling, and I experienced that firsthand today. It is wonderful to be the center of attention.  				",6,1,81
Michael," [motioning to pad of paper with hangman game, spelling out  “S_an_ey is chea_in_ _n _eri] That and that are the same letter.",6,1,81
Michael," No… no. He’s holding a pencil. He could be doing a crossword puzzle with that pencil. What’s that letter, right there? Same letter here and here. What haven’t you guessed?",6,1,81
Michael," T! Yes! Yes! That is a “T”, and there’s another one right there. Just sound that out. You’re almost there.  				",6,1,81
Michael," [opening blinds as Stanley walks past] Hey, Stanley! Where you goin’, big guy? Up to no good?",6,1,81
Michael," No, no, no, no. I just had a quick question for you. I’m casting a movie and I’m looking for a woman who can dance, beautiful woman. Do you know anybody?",6,1,81
Michael, Pays five million dollars. Nudity required.,6,1,81
Michael," [giddy, whispering] Did you hear Stanley’s having an affair?",6,1,81
Michael," Oh, okay, I get it. You feel out of the loop, and you feel sorry for yourself, and it’s really sad because everybody thinks you’re a loser… ",6,1,81
Michael," [stares at Jim silently, then walks away]  				",6,1,81
Michael," [in parking lot, blocking path of Stanley’s car] Stop. Hold up, hold up, hold up! No, no, no. Time to stop being polite and get real. [Stanley honks horn repeatedly] Stanley, are you having an affair?",6,1,81
Michael," So It’s not true. Okay, well… ahhh, those interns, they told me they saw you at a club, and they all said it was you, it was clearly just… racial profiling gossip.",6,1,81
Michael," Oh my God! Wait a second, do people often say they’re going on sales calls and then go someplace else? ‘Cause that’s not cool.",6,1,81
Michael, [muttering] I’m not saying… a damn thing.,6,1,81
Michael," [entering kitchen area] Oh, that smells good.",6,1,81
Michael, Did you hear about Angela? That’s pretty weird.,6,1,81
Michael," Well, the fact that she is apparently dating an 81-year-old billionaire. Owns a Quizno’s on the turnpike.",6,1,81
Michael, Uh huh. [gestures to Kevin to keep it quiet] Alright?  				,6,1,81
Michael,"  How do you un-tell something? You can’t. You can’t put words back in your mouth. What you can do is spread false gossip so that people think that everything that’s been said is untrue, including “Stanley is having an affair.” It’s like the end of Spartacus. I’ve seen that movie half a dozen times, and I still don’t know who the real Spartacus is, and that is what makes that movie a classic whodunit.  				",6,1,81
Michael," Nothing can be done, we just have to tell everybody and hope for the best I guess.  				",6,1,81
Michael," [to Kelly] I’m worried about Erin, because she’s not a very good worker. I don’t know how long she’s gonna last here.",6,1,81
Michael, [whispering to Meredith] Did you hear Pam is pregnant?,6,1,81
Michael," [whispering] Guys, guys… you can’t believe everything you hear. Like Stanley, having an affair? That is crazy! It’s just… there’s no stalking it. It’s a weird day for false facts. Let it go.",6,1,81
Michael," [with everyone assembled in conference room] Okay everybody, big day. Last day for our interns, a lot of other stuff… who knows what to believe? Dwight, the honors.",6,1,81
Michael," [entering conference room] Yeah, yeah… you know what? Let’s discredit these rumors.",6,1,81
Michael," That’s not important, Jim, I just think we shouldn’t listen to any of that crap.",6,1,81
Michael," [to everyone, in conference room] Okay, I made it all up.",6,1,81
Michael," But guys, I’m a victim here too, okay? People here have been saying that I’m a J. Crew model.",6,1,81
Michael," Jim? No, no. I spread the rumor that somebody here was a J. Crew model, and I was referring to myself.",6,1,81
Michael," Because a lot of people think that models, even though they’re very attractive, are somewhat vapid. It’s set our industry back quite a bit.",6,1,81
Michael," Okay, okay… here’s the thing. There was one true rumor out there today. I didn’t want everybody to know what it was. So all of you are off the hook, except for this one person.",6,1,81
Michael," [sighs] The one true rumor, and this is going to ruin this person’s life, is that… ",6,1,81
Michael," Alright, alright… you know, this is not the truth, and you can’t fall on the sword this way. The real thing is that Stanley Hudson had an affair.",6,1,81
Michael, Look at that! [grabs sonogram from Pam] That is the inside of your vagina! [Jim takes sonogram from Michael]  				,6,1,81
Michael, [to Jim and Pam] How long have you known about the pregnancy?,6,1,81
Michael," Oh, oh… yeah, a long time ago, just to make sure she was out of town. Oh… oh God.",6,1,81
Michael," No, I have to take it, or it’ll seem suspicious.",6,1,81
Michael," Yes, I can. I am going to tell her that I need to redecorate my condo, and I need her help. We will haggle about money, and then I will back down, and then I won’t talk to her until this whole Cynthia thing has blown over.",6,1,81
Michael," [picking up phone] Hey, what up, Cynthia? [lowers phone, looking terrified]",6,1,81
Michael," Well, it turns out that Teri was already suspicious, because she had caught Stanley and Cynthia a few months ago. So Stanley promised that he would stop, and he did, end of story. Well, not exactly. [camera pans down from Michael’s office window to parking lot below, Stanley is seen destroying Michael’s Sebring with a crowbar] Uhh, Cynthia kept calling him, she would not stop calling him, and she was in love with him. Oh, and get this. Cynthia, also married. So… you can’t stop love, I guess [Jim is seen displaying fetus picture on his desk as Pam smiles] and quite frankly, I don’t think you should ever try.  				",6,1,81
Michael,"   Yes, Oscar come on in.  Close the door if you would.  Thank you, thanks so much for talking to me.  ",6,2,82
Michael,"   Yeah, it’s routine.  I’m just a little bit scared.  ",6,2,82
Michael,"   In your experience, what should I be expecting in terms of sensation or emotions? [Oscar looks irritated and frustrated] Is there anything I can do to make it more pleasurable for me or for Dr. Shaundry?  ",6,2,82
Michael,"   My main concern, should I have a safe word?",6,2,82
Michael,"   Abso… you know what? I’ll do you one better, Sunday, Sunday night.",6,2,82
Michael,"   Ho, Hol, hold on big guy, I’m gonna put it in the mail Sunday night and you’ll get it Weds.",6,2,82
Michael,"   Oh right, this thing. I remember now.  [whispers to Jim]  What’s this about?",6,2,82
Michael,   It’s okay with me but he’s gonna want me in there.,6,2,82
Michael,"   Alright, do you mind if it sit this out?  I have so much work to do, I feel like I’m gonna blow my brains out.",6,2,82
Michael,"   Am I worried that Jim and David are having a meeting without me?  No, because we are the Three Amigos.  And once in awhile one of the Amigos will go off… to the bathroom… while the other two have a secret meeting.  [shrugs]  				",6,2,82
Michael,"   Hey, what do you think he and David are talking about? What do you… ",6,2,82
Michael,"   Well, you said good luck to Jim as he walked in.",6,2,82
Michael,"   If you are lying to me right now Pam, your baby is gonna come out a liar.  That’s how it works.  They inherit things through the breast milk.",6,2,82
Michael,   I just don’t want you to lie to me.  I don’t want you to ever lie to me.  Have I ever lied to you?  ,6,2,82
Michael,"   [walks into conference room on his cell phone, interrupting David and Jim] Uh huh, well if he doesn’t like it you can tell that SOB that he is fired.  Sorry, I’m going into a meeting right now.  I will… I love you too.  Bye.",6,2,82
Michael,"    Do not mind!  Yes, I do!  No, I don’t.  Yes, I do!  No, I don’t mind.  Catch you guys on the flippity flop.  Oh this… call waiting.  [answers his phone] Yeah, uh huh,  well you tell the Mayor he just lost six votes.    				",6,2,82
Michael,"   No, I think they’re talking about me.",6,2,82
Michael,"   What is Jim telling him?  That I can’t handle this job?  That ‘s bull crap.  That is bull crap.  Although, it has been chaotic lately.  Corporate shut down the Buffalo branch which left us to absorb all of their clients.  I will tell you there has been work everyday.  Had to come in on a Saturday. To retrieve… I left my cell phone here.    				",6,2,82
Michael,   [staring into the conference room] How are your sales doin’?  ,6,2,82
Michael,"   Shhh, I’m just trying to figure out what’s going on in that room, okay?    				",6,2,82
Michael,   Wallace had to show up on the one four month period that I’m completely overwhelmed.    				,6,2,82
Michael,"   You know when they say it’s so crazy it just might work?  Well, I don’t believe that.  I say go for the air-tight plan and that is why I am having Andy wheel me into the conference room inside a makeshift cheese cart.  It is just elegant.    				",6,2,82
Michael,"   [crawls out of the cheese cart unseen] Hey, hey, you must have walked right past me.  How you doin’?  ",6,2,82
Michael,"   Well I would say that my greatest talent is being the best man, woman, or child, to have ever run this branch, ever.",6,2,82
Michael,   [looks at Jim]   Permission to speak on the record?,6,2,82
Michael,"   Jim is like Big Bird.  He is tall and yellow and very nice.  But would I put him in charge?  No, I don’t think so.  Because Big Bird doesn’t make the tough decisions.  I… If I was gonna put someone in charge, I would put Burt in charge or I would put one of the real grown-ups in charge, like Maria or Gordon, maybe.  ",6,2,82
Michael,"   Very much, Jim is my best friend. But it’s his performance report… right here.  Now this was written by Toby, who we all know is extremely reliable.    				",6,2,82
Michael,"  It’s not very well written, but you get the gist.  ",6,2,82
Michael,   I can just continue to run it myself.  ,6,2,82
Michael,"   Wow.  Ummm, well I’d have to talk to my mother and my guy at H and R Block.  ",6,2,82
Michael,"  [after talking to David, Jim looks dejected] I can’t help but feel partially responsible.   				",6,2,82
Michael,   [shakes jelly beans] Little pick me up?  [Jim accepts] Oh those are the best.  Little sugar rush.  ,6,2,82
Michael,   Well we did talk about how handsome you are.  ,6,2,82
Michael,"   Oh what a week, God.  We said… I know there were certain things we said… ",6,2,82
Michael,"   Hmmm, that’s weird, that’s weird… it’s kinda weirding me out.  Did you know that Lincoln’s secretary was named Kennedy.  ",6,2,82
Michael,"   Tell you what, when you leave this office I am going to call Wallace and I am going to tell him that you should get that promotion.  ",6,2,82
Michael,"   Hey David, this is Michael Scott.  [Jim pushes speaker phone button]  Michael Scott here.  ",6,2,82
Michael,   Just wanted to talk to you about  Jim Halpert.  I understand that he did not receive the promotion.  And I wanted to see what I could do to nudge you in the right direction.  ,6,2,82
Michael,"   Wha… here’s the thing, Jim is the best man for this job, I think you should give it to him.  ",6,2,82
Michael,"   Well, nnnn, that… that was an anomaly.  That file had been falsified.  Toby Flenderson is doing drugs.  ",6,2,82
Michael,"   Hey, hey Jim, it would make me feel really good right now if you would just punch me in the face.  Alright,  Just do it.",6,2,82
Michael,"   I never recommended you because I didn’t want to lose you and I didn’t want to lose Pam, [starts to choke up] and now I don’t wanna lose the baby.  ",6,2,82
Michael,   Kind of in the middle of something here.  ,6,2,82
Michael,"   I, yeah… no, I’ll tell him myself.  Let’s both.    				",6,2,82
Michael,"   Oh, oh, well here he is right now.  [Michael knocks on desk]  Come in.  [Makes sound effects for door opening and footsteps and points to Jim to answer]  ",6,2,82
Michael,   Well just as long as it means Jim becomes a manager.,6,2,82
Michael,"   I like that, so manager and co-manager.  ",6,2,82
Michael,   Well that might be a little confusing for people because they know me as manager.  ,6,2,82
Michael,"   Okay everybody, I have an announcement to make… whoa do you have an announcement?  ",6,2,82
Michael,"   Everybody, David Wallace and I have talked and we have decided to promote Jim to the position of co-manager.  ",6,2,82
Michael,"   Of your butt, and your butt, and your butt, all of the Scranton branch butts.",6,2,82
